Genero,Tipo de cliente,Idade,Tipo de viagem,Classe,Distancia de voo,Servico wifi a bordo,Horario de chegada ou partida,Reserva online,Portao embarque,Comida e bebida,Embarque online,Conforto do assento,Entretenimento a bordo,Servico de bordo,Conforto nas pernas,Bagagem de mão,Check-in,Servico de voo,Limpeza,Atraso na partida,Atraso na chegada,Satisfacao
1.0,0.0,0.5,0.0,1.0,0.19749596122778676,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.0,0.0,Satisfeito
1.0,0.0,0.6794871794871795,0.0,1.0,0.08481421647819062,0.2,0.2,0.8,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.10372340425531915,0.10134529147982063,Satisfeito
1.0,0.0,0.5769230769230769,0.0,1.0,0.18053311793214863,0.4,0.4,0.4,0.25,1.0,1.0,0.75,0.8,0.8,0.8,0.75,0.5,0.8,1.0,0.008865248226950355,0.0,Satisfeito
0.0,0.0,0.5512820512820513,1.0,0.0,0.01050080775444265,0.6,0.8,0.0,0.5,0.4,0.0,0.25,0.4,0.8,0.4,0.75,0.75,1.0,0.4,0.004432624113475178,0.0017937219730941704,Neutro ou Insatisfeito
1.0,0.0,0.3076923076923077,0.0,0.0,0.14075121163166399,0.4,1.0,1.0,1.0,0.4,0.4,0.25,0.4,0.8,0.6,0.5,0.75,0.6,0.4,0.0017730496453900709,0.0,Neutro ou Insatisfeito
0.0,0.0,0.5769230769230769,1.0,0.5,0.21082390953150243,1.0,0.8,1.0,0.5,0.8,1.0,0.75,0.8,0.6,1.0,1.0,0.75,1.0,0.8,0.0,0.0,Satisfeito
1.0,0.0,0.46153846153846156,1.0,0.0,0.38287560581583197,0.6,0.8,0.6,0.0,0.8,0.8,1.0,1.0,1.0,0.6,1.0,0.75,1.0,0.6,0.0,0.0,Neutro ou Insatisfeito
1.0,0.0,0.5512820512820513,0.0,1.0,0.7609046849757674,1.0,1.0,1.0,1.0,0.8,1.0,0.75,0.8,0.8,1.0,0.75,1.0,0.8,1.0,0.0070921985815602835,0.0,Satisfeito
0.0,0.0,0.6794871794871795,0.0,1.0,0.11732633279483037,0.8,0.8,0.8,0.75,0.4,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.018617021276595744,0.04394618834080718,Satisfeito
0.0,0.0,0.46153846153846156,1.0,0.0,0.28392568659127626,0.6,0.8,0.6,0.75,0.4,0.6,0.25,0.4,0.8,0.4,0.75,0.75,1.0,0.4,0.0,0.0,Neutro ou Insatisfeito
0.0,0.0,0.6153846153846154,1.0,0.0,0.05472536348949919,0.2,0.4,0.8,0.5,0.8,0.8,0.75,0.8,0.2,0.6,0.25,0.75,0.6,0.8,0.0,0.0,Neutro ou Insatisfeito
0.0,0.0,0.23076923076923078,0.0,1.0,0.282108239095315,0.8,0.8,0.8,0.75,0.8,0.8,0.75,0.8,0.2,1.0,0.5,0.0,1.0,0.8,0.0,0.0,Satisfeito
1.0,1.0,0.2948717948717949,0.0,0.0,0.10036348949919224,0.8,0.6,1.0,0.5,0.4,1.0,0.25,0.4,0.6,0.4,0.5,0.75,0.8,0.4,0.0,0.0,Neutro ou Insatisfeito
0.0,0.0,0.7051282051282052,1.0,0.0,0.13711631663974153,0.6,1.0,0.6,0.75,0.4,0.6,0.25,0.4,0.6,1.0,1.0,0.75,0.8,0.4,0.0,0.0,Neutro ou Insatisfeito
0.0,0.0,0.21794871794871795,0.0,1.0,0.7368739903069467,0.8,0.2,0.8,0.75,0.4,0.4,0.25,0.4,1.0,1.0,1.0,1.0,0.8,0.4,0.0,0.0,Satisfeito
1.0,0.0,0.19230769230769232,0.0,0.0,0.3008885298869144,0.8,0.2,0.2,0.0,0.8,0.8,0.75,0.8,0.2,0.8,0.0,0.0,1.0,0.8,0.0026595744680851063,0.011659192825112108,Satisfeito
0.0,0.0,0.47435897435897434,0.0,1.0,0.3053311793214863,0.6,1.0,0.6,0.5,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Satisfeito
0.0,0.0,0.5641025641025641,0.0,0.0,0.04119547657512116,0.8,0.6,0.6,0.5,0.8,0.8,0.75,0.8,0.6,0.4,0.5,0.5,0.8,0.8,0.0,0.0,Neutro ou Insatisfeito
0.0,0.0,0.46153846153846156,1.0,1.0,0.2431340872374798,0.2,1.0,0.2,0.0,0.2,0.2,0.75,0.6,0.6,0.2,1.0,0.75,0.6,1.0,0.0,0.0,Neutro ou Insatisfeito
1.0,0.0,0.6282051282051282,0.0,0.0,0.05593699515347334,0.4,0.6,0.6,0.5,1.0,0.4,1.0,0.4,0.4,0.4,0.25,0.25,0.4,0.4,0.0,0.0,Satisfeito
0.0,1.0,0.4358974358974359,0.0,0.0,0.11974959612277868,0.4,0.6,0.4,0.75,1.0,0.4,1.0,1.0,0.8,0.6,0.5,0.0,0.8,1.0,0.0,0.0,Neutro ou Insatisfeito
0.0,0.0,0.19230769230769232,1.0,0.0,0.36651857835218093,0.8,1.0,0.8,0.75,1.0,0.8,1.0,1.0,1.0,0.8,0.75,0.75,0.8,1.0,0.03546099290780142,0.06098654708520179,Neutro ou Insatisfeito
1.0,0.0,0.5897435897435898,0.0,0.0,0.03251211631663974,1.0,0.4,0.4,0.25,0.6,0.8,0.25,1.0,1.0,1.0,1.0,0.25,1.0,0.8,0.0,0.0008968609865470852,Satisfeito
0.0,0.0,0.0641025641025641,1.0,0.0,0.1298465266558966,0.6,0.8,0.6,0.0,0.2,0.6,0.0,0.2,0.6,0.6,1.0,0.75,0.8,0.2,0.07092198581560284,0.06278026905829596,Neutro ou Insatisfeito
1.0,0.0,0.41025641025641024,0.0,1.0,0.06845718901453958,0.6,0.6,0.6,0.5,0.4,0.8,1.0,0.8,0.8,0.8,0.75,0.75,0.8,1.0,0.008865248226950355,0.010762331838565023,Satisfeito
1.0,0.0,0.6153846153846154,0.0,1.0,0.6336833602584814,0.2,0.2,0.2,0.0,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.06471631205673758,0.06098654708520179,Satisfeito
1.0,1.0,0.32051282051282054,0.0,1.0,0.1556946688206785,0.8,0.8,0.8,0.25,0.4,0.8,0.75,0.4,0.8,0.4,0.75,0.5,1.0,0.4,0.0,0.008968609865470852,Neutro ou Insatisfeito
1.0,0.0,0.4230769230769231,1.0,0.0,0.12055735056542811,0.2,0.8,0.2,0.5,1.0,0.2,1.0,1.0,0.6,0.4,1.0,1.0,0.8,1.0,0.0035460992907801418,0.0,Neutro ou Insatisfeito
1.0,1.0,0.44871794871794873,0.0,1.0,0.06906300484652665,0.6,0.6,0.6,1.0,0.8,0.6,0.75,0.8,0.6,0.4,1.0,1.0,1.0,0.8,0.0,0.0,Neutro ou Insatisfeito
0.0,1.0,0.21794871794871795,0.0,0.0,0.1401453957996769,0.8,0.8,0.8,0.25,0.4,0.8,0.25,0.4,0.8,0.4,0.5,0.0,1.0,0.4,0.0,0.003587443946188341,Satisfeito
0.0,0.0,0.19230769230769232,0.0,1.0,0.049676898222940226,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.2,1.0,0.8,0.5,0.5,0.4,0.6,0.10283687943262411,0.15874439461883408,Neutro ou Insatisfeito
1.0,0.0,0.2692307692307692,0.0,1.0,0.20052504038772212,0.2,0.2,0.2,0.0,0.8,0.8,0.75,0.8,1.0,0.6,1.0,1.0,0.8,0.8,0.0,0.0026905829596412557,Satisfeito
1.0,0.0,0.3717948717948718,0.0,0.5,0.04765751211631664,0.4,0.6,0.6,0.5,0.4,0.4,0.25,0.4,0.2,0.2,0.5,0.75,0.8,0.4,0.05230496453900709,0.04932735426008968,Neutro ou Insatisfeito
1.0,0.0,0.7051282051282052,0.0,0.0,0.10480613893376414,1.0,0.2,0.2,0.0,0.8,0.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.08156028368794327,0.08071748878923767,Satisfeito
1.0,0.0,0.6794871794871795,0.0,1.0,0.37520193861066237,0.4,0.4,0.6,0.25,0.6,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.0,0.0,Satisfeito
1.0,0.0,0.6666666666666666,1.0,0.0,0.08663166397415185,0.4,1.0,0.4,1.0,0.6,0.6,0.75,1.0,1.0,0.4,0.75,0.0,1.0,0.4,0.0035460992907801418,0.0017937219730941704,Neutro ou Insatisfeito
1.0,0.0,0.5384615384615384,0.0,1.0,0.6591276252019386,0.8,0.8,0.6,0.75,0.4,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.0,0.003587443946188341,Satisfeito
1.0,0.0,0.47435897435897434,1.0,0.0,0.23707592891760904,0.4,0.8,0.4,0.5,0.8,0.8,0.5,0.8,0.8,0.4,0.75,0.25,0.8,0.4,0.0,0.0,Neutro ou Insatisfeito
1.0,0.0,0.6538461538461539,1.0,0.5,0.19365912762520193,0.6,1.0,0.4,0.5,0.6,0.8,1.0,0.2,0.2,0.4,0.0,1.0,0.2,0.6,0.0,0.0,Neutro ou Insatisfeito
0.0,1.0,0.21794871794871795,0.0,1.0,0.08340064620355411,0.8,0.0,0.8,0.25,0.4,0.8,0.25,0.4,1.0,0.6,1.0,0.5,1.0,0.4,0.01773049645390071,0.028699551569506727,Satisfeito
1.0,0.0,0.5897435897435898,0.0,0.0,0.09874798061389338,0.8,0.4,0.4,0.25,0.6,0.6,0.75,0.8,0.8,0.8,0.75,0.5,0.8,0.6,0.015070921985815602,0.0,Satisfeito
0.0,0.0,0.6282051282051282,0.0,0.0,0.058562197092084003,0.4,0.6,0.8,0.5,0.4,0.4,0.25,0.4,0.4,1.0,0.5,0.5,0.6,0.4,0.0,0.0,Neutro ou Insatisfeito
1.0,0.0,0.2948717948717949,0.0,1.0,0.12520193861066237,0.6,0.6,0.8,0.5,1.0,1.0,1.0,1.0,0.8,1.0,0.75,0.5,1.0,1.0,0.0,0.0,Satisfeito
0.0,1.0,0.2564102564102564,0.0,1.0,0.14802100161550888,0.6,0.6,0.6,0.25,0.4,0.6,0.25,0.4,0.4,0.2,0.5,0.5,0.4,0.4,0.026595744680851064,0.04125560538116592,Neutro ou Insatisfeito
0.0,0.0,0.2564102564102564,0.0,1.0,0.10803715670436187,0.6,0.6,0.6,0.5,1.0,1.0,1.0,1.0,0.8,0.6,0.0,0.0,0.2,1.0,0.0,0.0,Satisfeito
1.0,0.0,0.7692307692307693,1.0,0.0,0.1201534733441034,0.6,0.8,0.6,0.0,0.4,0.8,1.0,0.6,0.6,0.6,0.5,0.5,0.6,1.0,0.0,0.0,Neutro ou Insatisfeito
1.0,0.0,0.32051282051282054,1.0,0.0,0.019991922455573505,0.6,0.0,0.6,0.5,0.8,0.6,1.0,0.8,0.4,0.4,0.75,1.0,0.6,0.8,0.0026595744680851063,0.003587443946188341,Neutro ou Insatisfeito
0.0,1.0,0.3717948717948718,0.0,0.0,0.06058158319870759,0.4,0.0,0.4,0.0,0.2,0.4,0.0,0.2,0.8,0.6,0.75,0.0,0.6,0.2,0.0,0.0,Neutro ou Insatisfeito
0.0,0.0,0.47435897435897434,0.0,1.0,0.025646203554119548,0.6,0.6,0.6,0.5,1.0,0.8,1.0,0.8,0.8,1.0,0.75,0.75,0.8,1.0,0.05851063829787234,0.051121076233183856,Satisfeito
1.0,0.0,0.8076923076923077,1.0,0.0,0.3630856219709208,0.2,0.8,0.2,0.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,0.75,1.0,0.6,0.0,0.0,Neutro ou Insatisfeito
1.0,0.0,0.6153846153846154,1.0,0.0,0.12419224555735056,0.6,0.4,0.6,0.75,0.8,0.6,0.75,1.0,1.0,0.6,1.0,0.75,1.0,0.6,0.0,0.0026905829596412557,Neutro ou Insatisfeito
0.0,0.0,0.7564102564102564,0.0,0.0,0.07532310177705977,0.8,0.2,0.2,0.0,0.8,0.8,0.75,0.8,0.6,0.2,0.5,0.25,1.0,0.8,0.007978723404255319,0.0053811659192825115,Satisfeito
1.0,0.0,0.15384615384615385,0.0,1.0,0.5466478190630049,1.0,1.0,1.0,1.0,0.6,0.8,0.5,0.6,1.0,0.6,0.5,0.0,0.4,0.6,0.0,0.0,Satisfeito
1.0,0.0,0.5897435897435898,1.0,0.5,0.18840872374798062,0.2,1.0,0.2,0.25,0.8,0.8,1.0,0.8,0.8,0.2,0.75,1.0,0.8,0.8,0.005319148936170213,0.0,Neutro ou Insatisfeito
0.0,0.0,0.19230769230769232,0.0,1.0,0.32895799676898224,0.4,0.4,0.4,0.25,0.4,0.4,0.25,0.4,0.8,0.6,0.25,0.25,0.8,0.4,0.0,0.0,Neutro ou Insatisfeito
1.0,0.0,0.7948717948717948,1.0,0.0,0.16983037156704361,0.4,0.6,0.4,0.25,0.8,0.4,0.5,1.0,1.0,0.4,1.0,0.5,1.0,0.6,0.012411347517730497,0.0,Neutro ou Insatisfeito
1.0,0.0,0.44871794871794873,0.0,1.0,0.3770193861066236,1.0,1.0,1.0,1.0,1.0,0.8,0.75,1.0,1.0,1.0,1.0,0.75,1.0,0.6,0.04343971631205674,0.042152466367713005,Satisfeito
1.0,0.0,0.4358974358974359,0.0,1.0,0.1890145395799677,0.4,0.4,0.4,0.25,0.4,0.6,1.0,0.8,0.8,0.8,0.75,1.0,0.8,1.0,0.03900709219858156,0.03587443946188341,Satisfeito
1.0,0.0,0.5897435897435898,1.0,1.0,0.24454765751211632,0.6,0.8,0.6,1.0,0.6,0.6,1.0,0.2,0.2,0.6,0.0,0.75,0.2,0.8,0.0026595744680851063,0.0,Neutro ou Insatisfeito
0.0,0.0,0.358974358974359,0.0,1.0,0.20415993537964458,0.6,0.4,0.4,0.25,0.4,0.8,0.5,0.6,0.6,0.6,0.5,0.5,0.6,0.4,0.0,0.0,Neutro ou Insatisfeito
1.0,0.0,0.6025641025641025,1.0,1.0,0.024636510500807753,0.6,1.0,0.6,1.0,0.4,0.8,1.0,0.4,0.4,0.6,0.25,0.75,0.4,1.0,0.0,0.0,Neutro ou Insatisfeito
0.0,0.0,0.47435897435897434,0.0,1.0,0.06764943457189014,0.6,0.6,0.4,0.5,0.4,1.0,0.75,0.8,0.8,0.8,0.75,0.5,0.8,0.8,0.004432624113475178,0.021524663677130046,Satisfeito
1.0,1.0,0.24358974358974358,0.0,0.5,0.1781098546042003,0.2,0.4,0.4,0.25,0.8,0.4,0.5,0.8,0.6,0.4,0.0,0.0,0.8,0.8,0.0,0.0,Neutro ou Insatisfeito
1.0,0.0,0.47435897435897434,1.0,0.0,0.10036348949919224,0.4,1.0,0.4,0.5,0.4,1.0,0.75,1.0,1.0,0.4,1.0,0.5,1.0,0.6,0.0,0.0,Neutro ou Insatisfeito
1.0,1.0,0.21794871794871795,0.0,0.0,0.23041195476575121,0.4,0.6,0.6,0.25,1.0,0.6,1.0,1.0,0.8,1.0,1.0,0.75,1.0,1.0,0.024822695035460994,0.0242152466367713,Neutro ou Insatisfeito
1.0,0.0,0.6025641025641025,1.0,0.0,0.19547657512116318,0.4,0.8,0.4,0.75,0.8,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.8,0.0,0.0,Neutro ou Insatisfeito
0.0,0.0,0.44871794871794873,0.0,0.5,0.09248788368336026,0.4,0.4,0.4,0.25,0.4,0.4,0.25,0.4,0.8,0.6,0.5,0.0,0.4,0.4,0.0,0.0,Neutro ou Insatisfeito
0.0,1.0,0.3717948717948718,0.0,0.0,0.13348142164781907,0.2,0.2,0.2,0.75,0.2,0.2,0.0,0.2,0.2,1.0,0.5,0.0,0.4,0.2,0.0,0.0,Neutro ou Insatisfeito
1.0,0.0,0.6923076923076923,0.0,1.0,0.31381260096930536,0.4,0.4,0.6,0.25,0.2,0.2,1.0,0.6,0.6,0.8,0.5,0.75,0.6,0.8,0.02127659574468085,0.017937219730941704,Satisfeito
1.0,0.0,0.5512820512820513,1.0,0.0,0.02201130856219709,0.4,0.8,0.4,0.75,0.8,0.8,1.0,0.4,0.4,0.4,0.25,0.5,0.4,1.0,0.0,0.0,Neutro ou Insatisfeito
0.0,0.0,0.2564102564102564,0.0,1.0,0.5448303715670436,0.6,0.6,0.6,0.5,1.0,1.0,1.0,1.0,0.8,0.8,0.75,1.0,0.4,1.0,0.03900709219858156,0.04663677130044843,Satisfeito
0.0,0.0,0.6153846153846154,0.0,1.0,0.276453957996769,0.6,1.0,1.0,1.0,0.8,0.6,0.25,0.6,0.6,0.6,0.5,0.0,0.6,0.8,0.0008865248226950354,0.0,Neutro ou Insatisfeito
0.0,1.0,0.1794871794871795,0.0,0.0,0.0840064620355412,0.4,0.4,0.2,0.75,0.2,0.2,0.0,0.2,0.8,0.8,0.5,0.75,0.6,0.2,0.0062056737588652485,0.0,Neutro ou Insatisfeito
1.0,0.0,0.3076923076923077,1.0,1.0,0.061187399030694666,0.4,0.2,0.4,0.75,1.0,0.4,1.0,1.0,0.4,0.8,0.5,0.25,0.8,1.0,0.004432624113475178,0.0,Neutro ou Insatisfeito
1.0,1.0,0.38461538461538464,0.0,0.0,0.025646203554119548,0.2,0.4,0.2,0.5,0.2,0.2,0.0,0.2,0.2,0.8,0.5,0.75,0.6,0.2,0.02127659574468085,0.017937219730941704,Neutro ou Insatisfeito
1.0,0.0,0.5512820512820513,0.0,1.0,0.7401050080775444,0.2,0.2,1.0,0.0,0.4,0.8,0.75,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.007978723404255319,0.0,Satisfeito
1.0,0.0,0.1794871794871795,1.0,0.0,0.1645799676898223,0.2,0.8,0.2,0.5,0.6,0.2,0.5,0.6,1.0,0.8,1.0,0.75,1.0,0.6,0.007978723404255319,0.015246636771300448,Neutro ou Insatisfeito
1.0,0.0,0.5897435897435898,0.0,0.0,0.060177705977382874,0.2,0.0,0.0,0.5,0.2,0.6,0.5,0.8,0.8,0.2,0.75,0.75,0.8,0.2,0.0,0.0,Neutro ou Insatisfeito
0.0,0.0,0.48717948717948717,0.0,1.0,0.5147415185783522,0.6,0.6,0.6,0.5,0.6,0.8,0.75,1.0,1.0,1.0,1.0,0.5,1.0,0.8,0.0,0.009865470852017937,Satisfeito
1.0,1.0,0.44871794871794873,0.0,0.0,0.010702746365105008,0.6,1.0,0.6,0.0,1.0,0.6,1.0,1.0,1.0,1.0,0.5,1.0,0.8,1.0,0.0,0.030493273542600896,Neutro ou Insatisfeito
0.0,0.0,0.6666666666666666,0.0,1.0,0.6718497576736672,0.6,0.6,0.6,0.5,0.6,1.0,0.75,0.8,0.8,0.8,0.75,0.75,0.8,0.6,0.0,0.0,Satisfeito
1.0,0.0,0.6025641025641025,0.0,0.0,0.05593699515347334,0.4,0.2,0.8,0.75,1.0,0.6,0.5,0.4,0.4,0.4,0.25,0.75,0.4,0.2,0.07358156028368794,0.08520179372197309,Neutro ou Insatisfeito
1.0,0.0,0.5,0.0,1.0,0.17790791599353797,0.2,0.2,0.2,0.0,0.4,0.8,0.75,0.8,0.8,0.8,0.75,1.0,0.8,0.8,0.004432624113475178,0.0,Satisfeito
1.0,0.0,0.5769230769230769,1.0,0.5,0.07572697899838449,0.6,0.8,0.6,0.0,0.4,1.0,0.75,0.4,0.4,0.6,0.25,0.5,0.4,0.8,0.0,0.0,Neutro ou Insatisfeito
1.0,0.0,0.3974358974358974,1.0,0.0,0.07390953150242327,0.4,1.0,0.4,0.25,1.0,0.4,1.0,1.0,1.0,0.8,0.75,1.0,1.0,1.0,0.0,0.0,Neutro ou Insatisfeito
0.0,0.0,0.358974358974359,0.0,1.0,0.48021001615508885,0.6,0.6,0.6,0.5,0.2,0.8,0.5,0.8,0.8,0.8,0.75,0.5,0.8,0.6,0.0,0.0,Satisfeito
1.0,0.0,0.4358974358974359,1.0,0.0,0.10379644588045234,0.4,0.4,0.4,0.5,0.8,0.4,0.75,0.8,0.2,0.6,0.75,0.0,0.8,0.8,0.0,0.0,Neutro ou Insatisfeito
1.0,1.0,0.4230769230769231,0.0,1.0,0.48222940226171246,0.4,0.4,0.4,0.5,0.8,0.4,0.75,0.8,0.6,0.4,0.5,0.5,1.0,0.8,0.0,0.0,Neutro ou Insatisfeito
1.0,1.0,0.3717948717948718,0.0,0.0,0.2079967689822294,0.4,0.4,0.4,0.0,0.8,0.4,0.75,0.8,0.2,0.8,0.25,0.75,0.4,0.8,0.01152482269503546,0.0,Neutro ou Insatisfeito
0.0,0.0,0.7692307692307693,1.0,0.0,0.1752827140549273,0.4,1.0,0.4,0.25,0.4,0.4,0.25,0.4,1.0,0.4,0.75,1.0,1.0,0.4,0.0,0.0,Neutro ou Insatisfeito
1.0,0.0,0.3974358974358974,1.0,0.0,0.05290791599353797,0.8,0.8,0.8,0.75,1.0,0.8,1.0,1.0,0.4,0.4,0.75,0.75,0.8,1.0,0.004432624113475178,0.0,Satisfeito
1.0,0.0,0.5512820512820513,1.0,0.0,0.212843295638126,0.6,1.0,0.6,0.25,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.5,1.0,0.8,0.0,0.0,Neutro ou Insatisfeito
0.0,0.0,0.5512820512820513,0.0,1.0,0.49353796445880455,1.0,1.0,1.0,1.0,0.4,1.0,0.75,0.4,0.4,0.4,0.25,0.5,0.4,1.0,0.0,0.0,Satisfeito
0.0,0.0,0.6025641025641025,0.0,1.0,0.5074717285945073,1.0,1.0,0.6,1.0,1.0,0.8,1.0,0.6,0.6,0.6,0.5,0.75,0.6,1.0,0.0549645390070922,0.059192825112107626,Satisfeito
0.0,0.0,0.6282051282051282,0.0,1.0,0.5098949919224556,0.8,0.8,0.8,0.75,0.8,1.0,0.75,0.8,0.8,0.8,0.75,0.5,0.8,1.0,0.10372340425531915,0.10134529147982063,Satisfeito
0.0,0.0,0.3974358974358974,1.0,0.0,0.04159935379644588,0.6,0.8,0.6,0.75,0.4,0.6,0.25,0.4,0.6,0.6,0.75,0.75,0.6,0.4,0.0,0.0017937219730941704,Neutro ou Insatisfeito
1.0,0.0,0.0,1.0,0.0,0.21991114701130857,0.6,1.0,0.6,0.5,0.4,0.6,0.25,0.4,0.8,0.8,0.75,1.0,1.0,0.4,0.014184397163120567,0.011659192825112108,Neutro ou Insatisfeito
1.0,0.0,0.32051282051282054,0.0,1.0,0.5325121163166397,1.0,1.0,0.8,1.0,0.8,0.8,0.75,0.8,1.0,0.4,1.0,1.0,1.0,0.8,0.0017730496453900709,0.0,Satisfeito
0.0,0.0,0.48717948717948717,0.0,0.0,0.32895799676898224,0.8,0.2,0.2,0.0,0.8,0.8,0.75,0.8,0.4,1.0,0.25,0.75,0.6,0.8,0.0,0.006278026905829596,Neutro ou Insatisfeito
0.0,1.0,0.23076923076923078,0.0,0.0,0.2582794830371567,0.4,0.4,0.4,0.75,0.6,0.4,0.5,0.6,0.2,0.8,0.5,0.0,0.8,0.6,0.0,0.021524663677130046,Neutro ou Insatisfeito
1.0,0.0,0.48717948717948717,0.0,1.0,0.4731421647819063,1.0,1.0,1.0,1.0,0.8,1.0,0.75,0.8,0.8,0.8,0.75,1.0,0.8,1.0,0.0,0.0,Satisfeito
0.0,0.0,0.34615384615384615,1.0,0.0,0.03594507269789984,0.6,0.8,0.0,0.0,0.2,0.0,0.0,0.2,0.2,1.0,1.0,0.25,0.6,0.2,0.0,0.0,Neutro ou Insatisfeito
0.0,0.0,0.16666666666666666,1.0,0.5,0.05533117932148627,0.6,0.8,0.6,0.5,0.2,0.6,0.0,0.2,0.6,0.6,0.75,0.75,1.0,0.2,0.004432624113475178,0.0017937219730941704,Neutro ou Insatisfeito
1.0,1.0,0.3717948717948718,0.0,0.0,0.04361873990306947,0.4,0.2,0.4,0.5,0.2,0.4,0.0,0.2,0.8,0.2,0.5,0.0,0.4,0.2,0.014184397163120567,0.0053811659192825115,Neutro ou Insatisfeito
0.0,1.0,0.3717948717948718,0.0,0.0,0.061995153473344104,0.6,0.8,0.6,0.75,0.4,0.6,0.25,0.4,0.6,0.8,0.5,0.0,0.6,0.4,0.0,0.0,Neutro ou Insatisfeito
0.0,0.0,0.2564102564102564,0.0,1.0,0.6399434571890146,0.2,0.2,0.2,0.0,1.0,1.0,1.0,1.0,0.8,1.0,0.25,0.25,0.2,1.0,0.0,0.0,Satisfeito
0.0,0.0,0.4230769230769231,1.0,0.0,0.2699919224555735,0.6,0.8,0.4,0.75,0.6,0.4,0.5,0.6,0.8,0.4,0.5,0.5,0.8,0.6,0.0,0.0,Neutro ou Insatisfeito
0.0,0.0,0.3076923076923077,0.0,1.0,0.3974151857835218,0.8,1.0,0.8,0.75,1.0,1.0,1.0,1.0,0.8,0.8,0.75,0.5,0.8,1.0,0.0,0.003587443946188341,Satisfeito
